Sign,H1 FingerSelection,H1 Aperture,H1 Curve,H1 Bent,H1 Facing,H1 Focus,H1 Width,Dynamic Orientation,Location,Plane,Settings,Path,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,Manner,url,file,labeled_url
прыгать,1-st 2-nd,"",curved,straight,tips,tips,wide,"",hand-palm,horisontal,near-far,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9360--прыгать--прыгать.mp4?raw=true,прыгать--прыгать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9360--прыгать--прыгать.mp4?raw=true' target='_blank'>прыгать</a>
учить,1-st 2-nd,closed,straight,bent,radial,tips,pointed,"",head-high,"",high-low,arc,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9361--учить--учить.mp4?raw=true,учить--учить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9361--учить--учить.mp4?raw=true' target='_blank'>учить</a>
уезжать,1-st,open-closed,straight,bent,root,tips,"","",space,horisontal,proxi-distal,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9374--уезжать--уезжать.mp4?raw=true,уезжать--уезжать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9374--уезжать--уезжать.mp4?raw=true' target='_blank'>уезжать</a>
читать лекцию,1-st 2-nd 3-rd 4-th,"",straight,straight,palm,back,pointed,"",head-low,"",near-far high-low,vawe,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9376--читать лекцию--читать лекцию.mp4?raw=true,читать лекцию--читать лекцию,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9376--читать лекцию--читать лекцию.mp4?raw=true' target='_blank'>читать лекцию</a>
одалживать,1-st 2-nd 3-rd 4-th,"",straight-curved,straight-bent,tips,back,pointed,"",space,horisontal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9402--одалживать--одалживать.mp4?raw=true,одалживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9402--одалживать--одалживать.mp4?raw=true' target='_blank'>одалживать</a>
одалживать,1-st 2-nd 3-rd 4-th,"",straight-curved,straight-bent,tips,back,pointed,"",space,horisontal,distal-proxi,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9402--одалживать--.mp4?raw=true,одалживать--одалживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9402--одалживать--.mp4?raw=true' target='_blank'>одалживать</a>
человек человек связь,1-st 1-st 1-st,open open,curved curved curved,straight straight straight,tips tips palm,ulnar ulnar palm,"",supine-prone,space space hand-classifier,parallel parallel horisontal,high-low high-low far-near,sraight sraight arc,"","","","","","","",symmetrical crossed,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9425--связывать кого-то с кем-то--связывать кого-то с кем-то.mp4?raw=true,связывать кого-то с кем-то--связывать кого-то с кем-то,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9425--связывать кого-то с кем-то--связывать кого-то с кем-то.mp4?raw=true' target='_blank'>человек человек связь</a>
лгать,1-st 4-th,"",straight,straight,palm,tips,"","",hand-back,horisontal,proxi-distal,sraight,"","","","","","","",repeated symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9439--ЛОЖЬ--ЛОЖЬ.mp4?raw=true,,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9439--ЛОЖЬ--ЛОЖЬ.mp4?raw=true' target='_blank'>лгать</a>
лежать,1-st 2-nd 3-rd 4-th,"",straight,straight,palm,palm,pointed,"",hand-palm,horisontal,far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9441--лежать--лежать.mp4?raw=true,лежать--лежать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9441--лежать--лежать.mp4?raw=true' target='_blank'>лежать</a>
приподнять,1-st 2-nd 3-rd 4-th,open-closed,straight,bent,back,palm,pointed,"",space,horisontal,low-high,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9449--приподнять--приподнять.mp4?raw=true,приподнять--приподнять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9449--приподнять--приподнять.mp4?raw=true' target='_blank'>приподнять</a>
нравиться,1-st,closed,curved,straight,tips,tips,"","",head-low,"",far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9467--нравиться--нравиться.mp4?raw=true,нравиться--нравиться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9467--нравиться--нравиться.mp4?raw=true' target='_blank'>нравиться</a>
хромать,1-st,"",straight,straight,tips,tips,"","",space,horisontal,high-low iconic,sraight,"","","","","","","",repeated symmetrical alternating,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9486--хромать--хромать.mp4?raw=true,хромать--хромать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9486--хромать--хромать.mp4?raw=true' target='_blank'>хромать</a>
слушать,1-st 2-nd 3-rd 4-th,open,curved,straight,radial,radial,pointed,"",head-side,"",far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9511--слушать--слушать.mp4?raw=true,слушать--слушать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9511--слушать--слушать.mp4?raw=true' target='_blank'>слушать</a>
жить,1-st 3-rd 4-th 2-nd,"",straight,bent,ulnar,ulnar,pointed,"",trunk,"",far-near,sraight,"","","","","","","",repeated symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9523--жизнь--жизнь (3).mp4?raw=true,жизнь--жизнь,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9523--жизнь--жизнь (3).mp4?raw=true' target='_blank'>жить</a>
видеть ненавидеть,1-st 1-st 2-nd 3-rd 4-th,"",straight straight,straight straight,tips palm,tips palm,wide,"",head-mid space,parallel,far-near proxi-distal,sraight sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть.mp4?raw=true,ненавидеть--ненавидеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть.mp4?raw=true' target='_blank'>видеть ненавидеть</a>
ненавидеть,1-st 2-nd,"",curved,straight,tips,ulnar,wide,"",head-mid,"",ipsi-contra,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть (2).mp4?raw=true,ненавидеть--ненавидеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9536--ненавидеть--ненавидеть (2).mp4?raw=true' target='_blank'>ненавидеть</a>
запирать,1-st thumb,"",curved,straight,"",tips,"",supine-neutral,hand-palm,sagittal,high-low,arc,"","","","","",back,"",tense,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9546--запирать--запирать.mp4?raw=true,запирать--запирать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//9546--запирать--запирать.mp4?raw=true' target='_blank'>запирать</a>
глядеть,1-st 2-nd,"",straight,straight,palm,tips,wide,"",space,horisontal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9571--глядеть--глядеть.mp4?raw=true,глядеть--глядеть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9571--глядеть--глядеть.mp4?raw=true' target='_blank'>глядеть</a>
смотреть туда,1-st 2-nd 1-st,"",straight straight,straight straight,palm tips,back tips,wide,"",head-mid space,horisontal,near-far x-y,sraight sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9573--смотреть--смотреть.mp4?raw=true,смотреть--смотреть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9573--смотреть--смотреть.mp4?raw=true' target='_blank'>смотреть туда</a>
искать,1-st 2-nd,"",curved,straight,tips,tips,wide,"",virtual object space,horisontal,far-near high-low,arc,"","","","","","","",repeated symmetrical alternating,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9574--искать--искать.mp4?raw=true,искать--искать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9574--искать--искать.mp4?raw=true' target='_blank'>искать</a>
исчезнуть,1-st 2-nd,"",straight,straight,palm,ulnar,pointed,"",hand-narrow,sagittal,proxi-distal,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9579--исчезнуть--.mp4?raw=true,исчезнуть,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9579--исчезнуть--.mp4?raw=true' target='_blank'>исчезнуть</a>
любить,1-st 2-nd 3-rd 4-th,"",straight,straight,palm,ulnar,pointed,"",head-low trunk,"",high-low,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9589--любить--любить.mp4?raw=true,любить--любить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9589--любить--любить.mp4?raw=true' target='_blank'>любить</a>
опустить,1-st 2-nd 3-rd 4-th,"",straight,bent,palm,root,pointed,"",space,parallel,high-low,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9600--опустить--опустить.mp4?raw=true,опустить--опустить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9600--опустить--опустить.mp4?raw=true' target='_blank'>опустить</a>
видеть соблазнять,1-st 1-st 2-nd 3-rd 4-th,"",straight straight,straight bent-straight,tips root,tips palm,wide,"",head-mid space,horisontal,far-near distal-proxi,sraight sraight,"","","","","","","",repeated symmetrical alternating,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9616--соблазнять--соблазнять.mp4?raw=true,соблазнять--соблазнять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9616--соблазнять--соблазнять.mp4?raw=true' target='_blank'>видеть соблазнять</a>
поддерживать,1-st 2-nd 3-rd 4-th,open-closed,straight-curved,straight-bent,back,palm,wide-pointed,"",space,horisontal,low-high,spiral,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9682--поддерживать--поддерживать (2).mp4?raw=true,поддерживать--поддерживать,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9682--поддерживать--поддерживать (2).mp4?raw=true' target='_blank'>поддерживать</a>
целоваться,"","","","",palm,ulnar radial,"","",hand-classifier,sagittal,in situ,circle-clock,"","","","","",palm,"",symmetrical alternating,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9687--целоваться--целоваться.mp4?raw=true,целоваться--целоваться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9687--целоваться--целоваться.mp4?raw=true' target='_blank'>целоваться</a>
управлять,thumb 1-st,"",curved,straight,ulnar,tips,pointed,"",space,horisontal,proxi-distal,sraight,"","","","","","","",repeated symmetrical alternating biderectional,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9710--управлять--управлять.mp4?raw=true,управлять--управлять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9710--управлять--управлять.mp4?raw=true' target='_blank'>управлять</a>
жениться,1-st,closed,curved,straight,tips,radial,"","",hand-back,horisontal,distal-proxi,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9770--жениться--MVI_0782.mp4?raw=true,жениться,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9770--жениться--MVI_0782.mp4?raw=true' target='_blank'>жениться</a>
подходить,1-st,"",straight,straight,back,tips,"","",space,parallel,high-low low-high,sraight,"","","","","","","",symmetrical crossed,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9800--подходить--MVI_0818.mp4?raw=true,подходить,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9800--подходить--MVI_0818.mp4?raw=true' target='_blank'>подходить</a>
измерять,1-st,closed,curved,straight,radial,ulnar,"","",hand-classifier,horisontal,near-far,vawe,"","","","","","","",symmetrical laceration,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9839--измерять--MVI_0873.mp4?raw=true,измерять,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/9839--измерять--MVI_0873.mp4?raw=true' target='_blank'>измерять</a>
